,,Author,"Author Description",Date,Rating,"Helpful count",Review,"Picture included",Language,"Message Original","Language code","Reviewer Data","Profile Url","Review Url",Photos
11,,"sugam parajuli","Local Guide · 62 reviews","2023-07-25 11:44:51",3,2,"Transportation wise everything is great but the place itself is super crowded and unmanaged. May be because I was there on weekend. Everything is super expensive - the only thing I loved was the sightseeing cable car. $46 for round trip.
Have to pay about $53 for one day parking plus $6 admin fee 🙄.",no,en,"Transportation wise everything is great but the place itself is super crowded and unmanaged. May be because I was there on weekend. Everything is super expensive - the only thing I loved was the sightseeing cable car. $46 for round trip.
Have to pay about $53 for one day parking plus $6 admin fee 🙄.",en,"Local Guide · 62 reviews",https://www.google.com/maps/contrib/107852625363285274691?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKcjhyNV9RRRAB!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgIDJr8r5_QE%7CCgwIs-v-pQYQkOvf5QE%7C?hl=en,
12,,"Nisha Kawan","Local Guide · 27 reviews","2023-07-27 02:14:59",4,2,"Nice ski resort but a expensive for the mt buller pass if you wanna do skiing.
https://lh3.googleusercontent.com/geougc-cs/AB3l90Az9LHQeNfOTYl1k2YmoJaQBra5y7j0L-i-dCLaOaPWzEbY9ECTumYvp6PdxeaudlYiXUiPz-Q9pI3WEovTCAIdsmS8weO3VBLWjIw5eOc1ufPlHKHhWFkJZ8AQ41SoeYoLRpw
https://lh3.googleusercontent.com/geougc-cs/AB3l90Az9LHQeNfOTYl1k2YmoJaQBra5y7j0L-i-dCLaOaPWzEbY9ECTumYvp6PdxeaudlYiXUiPz-Q9pI3WEovTCAIdsmS8weO3VBLWjIw5eOc1ufPlHKHhWFkJZ8AQ41SoeYoLRpw",yes,en,"Nice ski resort but a expensive for the mt buller pass if you wanna do skiing.",en,"Local Guide · 27 reviews",https://www.google.com/maps/contrib/117493966973800493281?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwMEs2R0tnEAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICp0K6GKg%7CCgsIo6aHpgYQ-PmHTQ%7C?hl=en,https://lh3.googleusercontent.com/geougc-cs/AB3l90Az9LHQeNfOTYl1k2YmoJaQBra5y7j0L-i-dCLaOaPWzEbY9ECTumYvp6PdxeaudlYiXUiPz-Q9pI3WEovTCAIdsmS8weO3VBLWjIw5eOc1ufPlHKHhWFkJZ8AQ41SoeYoLRpw
13,,"Krishol Poudel","Local Guide · 44 reviews","2023-07-31 01:32:01",3,1,"Way too commercialized... Pretty much all the 'playable' places where they've got snow, they've reserved it for Ski classes. They are asking ppl who doesn't have ski classes to go out of the snow. When you are charging ppl a hefty parking fee, at least, give some options to play snow for the kids and families who won't do ski.

Unless there is a heavy snow fall, you won't have much options to play with snow...",no,en,"Way too commercialized... Pretty much all the 'playable' places where they've got snow, they've reserved it for Ski classes. They are asking ppl who doesn't have ski classes to go out of the snow. When you are charging ppl a hefty parking fee, at least, give some options to play snow for the kids and families who won't do ski.

Unless there is a heavy snow fall, you won't have much options to play with snow...",en,"Local Guide · 44 reviews",https://www.google.com/maps/contrib/104916341563579489462?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwX05xdmd3RRAB!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICp_NqvgwE%7CCgwIkZ6cpgYQoIe2wQE%7C?hl=en,
14,,Willy,"Local Guide · 370 reviews","2023-08-04 12:11:19",5,0,"Pretty nice snow-capped mountains, the morning sun is very beautiful
https://lh3.googleusercontent.com/geougc-cs/AB3l90DIusgJXTeKsf1z3s0LaI5yv6WB7D2_Ey1VmBQr6_sHvpd2xYHKlnJYJkYhvf2Azu0006Urx9lqnYzeXHquVXUa3aRNIdPsR3dA-PvIrUef6z4wHbotRQlAFweKiPYp8O-zUzUj
https://lh3.googleusercontent.com/geougc-cs/AB3l90D3bq8RUzx5hGOdRPJ3naL-h-3RoIl5VN0Dux84sGSKEWNZBK4OUh63g_oPPPR1rrzHFd2-l06nUZHiq4bcxD3NL0U62pf0T9sEaMOJCmd61caQ9GwJCz5WdRFfiBZOqFn-6qsm
https://lh3.googleusercontent.com/geougc-cs/AB3l90Aq36SGxdVeVo5XyLoc_vwMHBwYuxod8dHTksoDY1CYKtujts43AWSkSHfr-Tiys9x9M8t7CMHpjGLn_VYZXuL0WwUEcwt7SQGNpCNxYTR12ZqztemIuAujVeE5p9XEKJiygUvZ1Q
https://lh3.googleusercontent.com/geougc-cs/AB3l90BDCzOTqG32ZQ57uGeaGsdNdbtLcSw_fVhBUwkMoebm9okpvHL4V3TZoyihz976iny4gIKLGFaD-ORkK0UkIjh7T844U0hoCFgQQsPp0iWkpVHf8jzzF-nAzLJGq9HraWe6RW4q
https://lh3.googleusercontent.com/geougc-cs/AB3l90BhONrBaVmlgh9etaq13xrwVXmHvbBHfGGH5JxoNEL85n-h7N5Gsm5CjSvnJjotTDQKDQFgUMZz4CR447pjE8HiXOvCrwN_KrYkgghkzziqAUEUoPZtnAaitmgu9lFXAFMAXLDsQQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90DgBmzeiyLrnMNnq34Nj8lnILVtO5sGnnpE_swo-iPC0tAryljP2A9_PtaK97il8PyDpISOKLTgYCd1IqpZoj0wHFplNiGwEu0_UCoOjrtv13NBq4seHBuMK_TUY90fUXx8beYT
https://lh3.googleusercontent.com/geougc-cs/AB3l90CmU6ePx9ybGlZXpt-EAa94g3YbqswEETrXP5wwy2OHckh1zvZY4ke53Aw6u0LDeBIrI5R2O_cjHaLdJAQe070urQFrLofX1KEALhmAP8EVuPVCU_WUnX-cO0ekZhuHjWZRLfldCQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90CfGqik_FruR6s96-SWaEO_I-2rRHvFTFZpWUTz0bPlk1-VH2mOxDXb-_XstQuj1ip1IsaAZWblweU4bXMtBwp7o9gqVUdERgtJwu5rfB9ENTuRa7BsOmMSf6c8qvfcEkvX-zCB
https://lh3.googleusercontent.com/geougc-cs/AB3l90AKVNN0Lg80Wjv6fJrBscmLJZsDYdAoFawpCQ-ksXgD969CZjBwXDWIVBqR5ZCmBlgy7yhqnG_0kcNU3MWhhQL2h6qgZjc_RpSBVsn34IcqjfyuyxklfXUt0XMuRfZAOyqbYA8t
https://lh3.googleusercontent.com/geougc-cs/AB3l90BPDyVgwEHPdvF43PDRVSY5ogyfnV2nGK5cwcg2U17Vd0tRzf2nCfAGb6CFuo4GEQL7nbcSASiznKZzUE94ChS9FyXwGp0xcA_FhRwePJrFw8WnUhti6Yx_9osYUPe89YB8c_Mb
https://lh3.googleusercontent.com/geougc-cs/AB3l90A-xInU_P358rHldr3WUCFnQ4riWduYavdDpYYqGjkA9v_Jusb81MgR8QKCKSjAXRf1J991a04xZoRy1PJemxKKXj2gTuG51aU5F0lUfAyrTpOnlZ5HtBXDhD4ZmRsNV3ka80d2
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bt2ef4RTZvubAS5c2-p5SvUZmU1NYQcjMcL8wFy6ndq4t5fQmNxbPJA35PFyiaja7dUKh8fXuQ68amFpUlfCh2DhPj31Y3Lz6vZwdBh52qcDcPiSlGyo1Xal1jMzufmmsNGQ-7
https://lh3.googleusercontent.com/geougc-cs/AB3l90Dgks0nGdeRDpiauGFWRzlafqmxxYbKvxgH5JEf26LhzTQ468tiauZY9iZbksJYhFpHaBTfs-vZV9tpWT-Ev26Wwg_PseiYKWRtZ4R3SwXT7Lh2LJWLQxsspqQCOGhnSFTJmGGdWQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90AkHhyfIhOX1KNsaj2wkWsIWil8jmawC5w0FS9LF2CDzVtR-I9kwoEBey8kqm44Kr9-CBDXq0mnb8rKr7j4ldpNHTwohidVhCLOvZ7o6M_cxHGQ-zRiC6UG9Noz0p4QP-nM4qE
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bh22dgQByZJxGQFd0vxPdlLOOODjGYfK6A0GIUFYkigzNFxSacvzp0p1JUhlJjQLbITsW107HYTNNMxMtVZ_dIN4b5LFnXzIB3dJyUmYcOrT9WyR2zcmQaNtNZ2nNAFo8kL4PvqA
https://lh3.googleusercontent.com/geougc-cs/AB3l90AQVGGT7TSpaz9sNWRh9XwJBu8qpBt00whn4Wl6EVRPlArox_1VioALcgdv-JDAGmVGB0P7L5Do1YHp6_gIoKs3JlXFiagmvQPLRm9lwjhlXZ5Hn7bInkRuQAuYxauolbsoPF8
https://lh3.googleusercontent.com/geougc-cs/AB3l90B0k6-pYmNgDSk1nx8kg0NkwyYfTb4gkArjo_di-VorHpTddh5mn3LsdFooi96_Ln8Twbwlnsz_yarMg80mbyIFYC1XsyJMe5i0DTfCfT9zlr473nsaTxQJN8_a2qOCSMHs7j-5JA
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bwe6L_6IuhW7L6XSseoWUgqqkrRqMEF3umTCQti4XzFXUZPdO2oQ-_X5sMC0FfD-Y50Yb2rpa2rZ_cRXwn2nNGivjuZO6u5KzYfH5O5f2XGVWVuXDRy1pgaU3M8Zt8Ny7kc-vB
https://lh3.googleusercontent.com/geougc-cs/AB3l90Dmqj0y0NTxqGh9vZulVizOS7hSjtQJYmYupWNjVOZqjwBtpFLQb3LusxLsjk3w8bj8EUG7CJhiv6h3WY66zE40rudNOVmwc4wWODWpo0DwmqpMKXU0-KULeZYAmHv6LXaXEiu5
https://lh3.googleusercontent.com/geougc-cs/AB3l90ARmva1b4pHCYl7ZRTzdRdQQ7OjVEfyNH877d1E2A1JbvPSzGmxEa6dYezfRAaEJzKBLt-50--82pefCiALV8BOkixrG6rqLpgsFA_9_iwF-WbzeUCD0GC3T7QuSgztKvEWlw1S
https://lh3.googleusercontent.com/geougc-cs/AB3l90DIusgJXTeKsf1z3s0LaI5yv6WB7D2_Ey1VmBQr6_sHvpd2xYHKlnJYJkYhvf2Azu0006Urx9lqnYzeXHquVXUa3aRNIdPsR3dA-PvIrUef6z4wHbotRQlAFweKiPYp8O-zUzUj
https://lh3.googleusercontent.com/geougc-cs/AB3l90D3bq8RUzx5hGOdRPJ3naL-h-3RoIl5VN0Dux84sGSKEWNZBK4OUh63g_oPPPR1rrzHFd2-l06nUZHiq4bcxD3NL0U62pf0T9sEaMOJCmd61caQ9GwJCz5WdRFfiBZOqFn-6qsm
https://lh3.googleusercontent.com/geougc-cs/AB3l90Aq36SGxdVeVo5XyLoc_vwMHBwYuxod8dHTksoDY1CYKtujts43AWSkSHfr-Tiys9x9M8t7CMHpjGLn_VYZXuL0WwUEcwt7SQGNpCNxYTR12ZqztemIuAujVeE5p9XEKJiygUvZ1Q
https://lh3.googleusercontent.com/geougc-cs/AB3l90BDCzOTqG32ZQ57uGeaGsdNdbtLcSw_fVhBUwkMoebm9okpvHL4V3TZoyihz976iny4gIKLGFaD-ORkK0UkIjh7T844U0hoCFgQQsPp0iWkpVHf8jzzF-nAzLJGq9HraWe6RW4q
https://lh3.googleusercontent.com/geougc-cs/AB3l90BhONrBaVmlgh9etaq13xrwVXmHvbBHfGGH5JxoNEL85n-h7N5Gsm5CjSvnJjotTDQKDQFgUMZz4CR447pjE8HiXOvCrwN_KrYkgghkzziqAUEUoPZtnAaitmgu9lFXAFMAXLDsQQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90DgBmzeiyLrnMNnq34Nj8lnILVtO5sGnnpE_swo-iPC0tAryljP2A9_PtaK97il8PyDpISOKLTgYCd1IqpZoj0wHFplNiGwEu0_UCoOjrtv13NBq4seHBuMK_TUY90fUXx8beYT
https://lh3.googleusercontent.com/geougc-cs/AB3l90CmU6ePx9ybGlZXpt-EAa94g3YbqswEETrXP5wwy2OHckh1zvZY4ke53Aw6u0LDeBIrI5R2O_cjHaLdJAQe070urQFrLofX1KEALhmAP8EVuPVCU_WUnX-cO0ekZhuHjWZRLfldCQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90CfGqik_FruR6s96-SWaEO_I-2rRHvFTFZpWUTz0bPlk1-VH2mOxDXb-_XstQuj1ip1IsaAZWblweU4bXMtBwp7o9gqVUdERgtJwu5rfB9ENTuRa7BsOmMSf6c8qvfcEkvX-zCB
https://lh3.googleusercontent.com/geougc-cs/AB3l90AKVNN0Lg80Wjv6fJrBscmLJZsDYdAoFawpCQ-ksXgD969CZjBwXDWIVBqR5ZCmBlgy7yhqnG_0kcNU3MWhhQL2h6qgZjc_RpSBVsn34IcqjfyuyxklfXUt0XMuRfZAOyqbYA8t
https://lh3.googleusercontent.com/geougc-cs/AB3l90BPDyVgwEHPdvF43PDRVSY5ogyfnV2nGK5cwcg2U17Vd0tRzf2nCfAGb6CFuo4GEQL7nbcSASiznKZzUE94ChS9FyXwGp0xcA_FhRwePJrFw8WnUhti6Yx_9osYUPe89YB8c_Mb
https://lh3.googleusercontent.com/geougc-cs/AB3l90A-xInU_P358rHldr3WUCFnQ4riWduYavdDpYYqGjkA9v_Jusb81MgR8QKCKSjAXRf1J991a04xZoRy1PJemxKKXj2gTuG51aU5F0lUfAyrTpOnlZ5HtBXDhD4ZmRsNV3ka80d2
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bt2ef4RTZvubAS5c2-p5SvUZmU1NYQcjMcL8wFy6ndq4t5fQmNxbPJA35PFyiaja7dUKh8fXuQ68amFpUlfCh2DhPj31Y3Lz6vZwdBh52qcDcPiSlGyo1Xal1jMzufmmsNGQ-7
https://lh3.googleusercontent.com/geougc-cs/AB3l90Dgks0nGdeRDpiauGFWRzlafqmxxYbKvxgH5JEf26LhzTQ468tiauZY9iZbksJYhFpHaBTfs-vZV9tpWT-Ev26Wwg_PseiYKWRtZ4R3SwXT7Lh2LJWLQxsspqQCOGhnSFTJmGGdWQ
https://lh3.googleusercontent.com/geougc-cs/AB3l90AkHhyfIhOX1KNsaj2wkWsIWil8jmawC5w0FS9LF2CDzVtR-I9kwoEBey8kqm44Kr9-CBDXq0mnb8rKr7j4ldpNHTwohidVhCLOvZ7o6M_cxHGQ-zRiC6UG9Noz0p4QP-nM4qE
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bh22dgQByZJxGQFd0vxPdlLOOODjGYfK6A0GIUFYkigzNFxSacvzp0p1JUhlJjQLbITsW107HYTNNMxMtVZ_dIN4b5LFnXzIB3dJyUmYcOrT9WyR2zcmQaNtNZ2nNAFo8kL4PvqA
https://lh3.googleusercontent.com/geougc-cs/AB3l90AQVGGT7TSpaz9sNWRh9XwJBu8qpBt00whn4Wl6EVRPlArox_1VioALcgdv-JDAGmVGB0P7L5Do1YHp6_gIoKs3JlXFiagmvQPLRm9lwjhlXZ5Hn7bInkRuQAuYxauolbsoPF8
https://lh3.googleusercontent.com/geougc-cs/AB3l90B0k6-pYmNgDSk1nx8kg0NkwyYfTb4gkArjo_di-VorHpTddh5mn3LsdFooi96_Ln8Twbwlnsz_yarMg80mbyIFYC1XsyJMe5i0DTfCfT9zlr473nsaTxQJN8_a2qOCSMHs7j-5JA
https://lh3.googleusercontent.com/geougc-cs/AB3l90Bwe6L_6IuhW7L6XSseoWUgqqkrRqMEF3umTCQti4XzFXUZPdO2oQ-_X5sMC0FfD-Y50Yb2rpa2rZ_cRXwn2nNGivjuZO6u5KzYfH5O5f2XGVWVuXDRy1pgaU3M8Zt8Ny7kc-vB
https://lh3.googleusercontent.com/geougc-cs/AB3l90Dmqj0y0NTxqGh9vZulVizOS7hSjtQJYmYupWNjVOZqjwBtpFLQb3LusxLsjk3w8bj8EUG7CJhiv6h3WY66zE40rudNOVmwc4wWODWpo0DwmqpMKXU0-KULeZYAmHv6LXaXEiu5
https://lh3.googleusercontent.com/geougc-cs/AB3l90ARmva1b4pHCYl7ZRTzdRdQQ7OjVEfyNH877d1E2A1JbvPSzGmxEa6dYezfRAaEJzKBLt-50--82pefCiALV8BOkixrG6rqLpgsFA_9_iwF-WbzeUCD0GC3T7QuSgztKvEWlw1S",yes,zh-Hant,蠻不錯的雪山，早晨的太陽非常之美,zh-Hant,"Local Guide · 370 reviews",https://www.google.com/maps/contrib/105363376879528892098?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwM3J5LVNBEAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICp3ry-SA%7CCgsI59WzpgYQwJLQBg%7C?hl=en,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DIusgJXTeKsf1z3s0LaI5yv6WB7D2_Ey1VmBQr6_sHvpd2xYHKlnJYJkYhvf2Azu0006Urx9lqnYzeXHquVXUa3aRNIdPsR3dA-PvIrUef6z4wHbotRQlAFweKiPYp8O-zUzUj,https://lh3.googleusercontent.com/geougc-cs/AB3l90D3bq8RUzx5hGOdRPJ3naL-h-3RoIl5VN0Dux84sGSKEWNZBK4OUh63g_oPPPR1rrzHFd2-l06nUZHiq4bcxD3NL0U62pf0T9sEaMOJCmd61caQ9GwJCz5WdRFfiBZOqFn-6qsm,https://lh3.googleusercontent.com/geougc-cs/AB3l90Aq36SGxdVeVo5XyLoc_vwMHBwYuxod8dHTksoDY1CYKtujts43AWSkSHfr-Tiys9x9M8t7CMHpjGLn_VYZXuL0WwUEcwt7SQGNpCNxYTR12ZqztemIuAujVeE5p9XEKJiygUvZ1Q,https://lh3.googleusercontent.com/geougc-cs/AB3l90BDCzOTqG32ZQ57uGeaGsdNdbtLcSw_fVhBUwkMoebm9okpvHL4V3TZoyihz976iny4gIKLGFaD-ORkK0UkIjh7T844U0hoCFgQQsPp0iWkpVHf8jzzF-nAzLJGq9HraWe6RW4q,https://lh3.googleusercontent.com/geougc-cs/AB3l90BhONrBaVmlgh9etaq13xrwVXmHvbBHfGGH5JxoNEL85n-h7N5Gsm5CjSvnJjotTDQKDQFgUMZz4CR447pjE8HiXOvCrwN_KrYkgghkzziqAUEUoPZtnAaitmgu9lFXAFMAXLDsQQ,https://lh3.googleusercontent.com/geougc-cs/AB3l90DgBmzeiyLrnMNnq34Nj8lnILVtO5sGnnpE_swo-iPC0tAryljP2A9_PtaK97il8PyDpISOKLTgYCd1IqpZoj0wHFplNiGwEu0_UCoOjrtv13NBq4seHBuMK_TUY90fUXx8beYT,https://lh3.googleusercontent.com/geougc-cs/AB3l90CmU6ePx9ybGlZXpt-EAa94g3YbqswEETrXP5wwy2OHckh1zvZY4ke53Aw6u0LDeBIrI5R2O_cjHaLdJAQe070urQFrLofX1KEALhmAP8EVuPVCU_WUnX-cO0ekZhuHjWZRLfldCQ,https://lh3.googleusercontent.com/geougc-cs/AB3l90CfGqik_FruR6s96-SWaEO_I-2rRHvFTFZpWUTz0bPlk1-VH2mOxDXb-_XstQuj1ip1IsaAZWblweU4bXMtBwp7o9gqVUdERgtJwu5rfB9ENTuRa7BsOmMSf6c8qvfcEkvX-zCB,https://lh3.googleusercontent.com/geougc-cs/AB3l90AKVNN0Lg80Wjv6fJrBscmLJZsDYdAoFawpCQ-ksXgD969CZjBwXDWIVBqR5ZCmBlgy7yhqnG_0kcNU3MWhhQL2h6qgZjc_RpSBVsn34IcqjfyuyxklfXUt0XMuRfZAOyqbYA8t,https://lh3.googleusercontent.com/geougc-cs/AB3l90BPDyVgwEHPdvF43PDRVSY5ogyfnV2nGK5cwcg2U17Vd0tRzf2nCfAGb6CFuo4GEQL7nbcSASiznKZzUE94ChS9FyXwGp0xcA_FhRwePJrFw8WnUhti6Yx_9osYUPe89YB8c_Mb,https://lh3.googleusercontent.com/geougc-cs/AB3l90A-xInU_P358rHldr3WUCFnQ4riWduYavdDpYYqGjkA9v_Jusb81MgR8QKCKSjAXRf1J991a04xZoRy1PJemxKKXj2gTuG51aU5F0lUfAyrTpOnlZ5HtBXDhD4ZmRsNV3ka80d2,https://lh3.googleusercontent.com/geougc-cs/AB3l90Bt2ef4RTZvubAS5c2-p5SvUZmU1NYQcjMcL8wFy6ndq4t5fQmNxbPJA35PFyiaja7dUKh8fXuQ68amFpUlfCh2DhPj31Y3Lz6vZwdBh52qcDcPiSlGyo1Xal1jMzufmmsNGQ-7,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dgks0nGdeRDpiauGFWRzlafqmxxYbKvxgH5JEf26LhzTQ468tiauZY9iZbksJYhFpHaBTfs-vZV9tpWT-Ev26Wwg_PseiYKWRtZ4R3SwXT7Lh2LJWLQxsspqQCOGhnSFTJmGGdWQ,https://lh3.googleusercontent.com/geougc-cs/AB3l90AkHhyfIhOX1KNsaj2wkWsIWil8jmawC5w0FS9LF2CDzVtR-I9kwoEBey8kqm44Kr9-CBDXq0mnb8rKr7j4ldpNHTwohidVhCLOvZ7o6M_cxHGQ-zRiC6UG9Noz0p4QP-nM4qE,https://lh3.googleusercontent.com/geougc-cs/AB3l90Bh22dgQByZJxGQFd0vxPdlLOOODjGYfK6A0GIUFYkigzNFxSacvzp0p1JUhlJjQLbITsW107HYTNNMxMtVZ_dIN4b5LFnXzIB3dJyUmYcOrT9WyR2zcmQaNtNZ2nNAFo8kL4PvqA,https://lh3.googleusercontent.com/geougc-cs/AB3l90AQVGGT7TSpaz9sNWRh9XwJBu8qpBt00whn4Wl6EVRPlArox_1VioALcgdv-JDAGmVGB0P7L5Do1YHp6_gIoKs3JlXFiagmvQPLRm9lwjhlXZ5Hn7bInkRuQAuYxauolbsoPF8,https://lh3.googleusercontent.com/geougc-cs/AB3l90B0k6-pYmNgDSk1nx8kg0NkwyYfTb4gkArjo_di-VorHpTddh5mn3LsdFooi96_Ln8Twbwlnsz_yarMg80mbyIFYC1XsyJMe5i0DTfCfT9zlr473nsaTxQJN8_a2qOCSMHs7j-5JA,https://lh3.googleusercontent.com/geougc-cs/AB3l90Bwe6L_6IuhW7L6XSseoWUgqqkrRqMEF3umTCQti4XzFXUZPdO2oQ-_X5sMC0FfD-Y50Yb2rpa2rZ_cRXwn2nNGivjuZO6u5KzYfH5O5f2XGVWVuXDRy1pgaU3M8Zt8Ny7kc-vB,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dmqj0y0NTxqGh9vZulVizOS7hSjtQJYmYupWNjVOZqjwBtpFLQb3LusxLsjk3w8bj8EUG7CJhiv6h3WY66zE40rudNOVmwc4wWODWpo0DwmqpMKXU0-KULeZYAmHv6LXaXEiu5,https://lh3.googleusercontent.com/geougc-cs/AB3l90ARmva1b4pHCYl7ZRTzdRdQQ7OjVEfyNH877d1E2A1JbvPSzGmxEa6dYezfRAaEJzKBLt-50--82pefCiALV8BOkixrG6rqLpgsFA_9_iwF-WbzeUCD0GC3T7QuSgztKvEWlw1S"
15,,"Skarlet Paiva","8 reviews","2023-08-06 01:28:12",1,1,"Worse staff on earth, never going back again.",no,en,"Worse staff on earth, never going back again.",en,"8 reviews",https://www.google.com/maps/contrib/116143406596265599348?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwaWZPUENREAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICpifOPCQ%7CCgsIrO67pgYQ8PLaEg%7C?hl=en,
16,,"Ahmed Hakeem","Local Guide · 34 reviews","2023-08-06 07:00:11",5,0,"Did a group lesson with Josh which was super helpful and got me on my feet actually enjoying snowboarding instead of falling down the mountain.",no,en,"Did a group lesson with Josh which was super helpful and got me on my feet actually enjoying snowboarding instead of falling down the mountain.",en,"Local Guide · 34 reviews",https://www.google.com/maps/contrib/113619387923883512941?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwcWJDMUZ3EAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICpqbC1Fw%7CCgwI-4m9pgYQgM2N-wE%7C?hl=en,
17,,"Dannet D'Souza","Local Guide · 149 reviews","2023-08-07 13:50:43",1,0,"not quite worth the price or the drive.  hotels ridiculously expensive for a tin box.  extra charge for parking and then need to pay again for a bus to take you to the hotels.  ski stuff again very highly priced.  half the lifts closed.  but then I guess its only 3 months to make money so can't blame them.",no,en,"not quite worth the price or the drive.  hotels ridiculously expensive for a tin box.  extra charge for parking and then need to pay again for a bus to take you to the hotels.  ski stuff again very highly priced.  half the lifts closed.  but then I guess its only 3 months to make money so can't blame them.",en,"Local Guide · 149 reviews",https://www.google.com/maps/contrib/105654294247992464232?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwNVpPa3NBRRAB!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICp5ZOksAE%7CCgwIs-3DpgYQkKOG2wM%7C?hl=en,
18,,"Mauricio Velasquez","Local Guide · 75 reviews","2023-08-19 02:49:09",4,0,"Very good place to learn to ski and snow board.",no,en,"Very good place to learn to ski and snow board.",en,"Local Guide · 75 reviews",https://www.google.com/maps/contrib/101968070374267173314?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwa3RYbmJBEAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgIDpktXnbA%7CCgwIpduApwYQ8LHXsAI%7C?hl=en,
19,,"Johaan Rojy","Local Guide · 74 reviews","2023-08-26 05:02:18",5,0,"An excellent place for skiing and snowboarding.",no,en,"An excellent place for skiing and snowboarding.",en,"Local Guide · 74 reviews",https://www.google.com/maps/contrib/105723715919766825026?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwbGItS3NnRRAB!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgIDplb-KsgE%7CCgwI2o6mpwYQgICUnQI%7C?hl=en,
20,,"Satish Tiwary","Local Guide · 76 reviews","2023-09-06 01:42:11",5,0,,no,,,,"Local Guide · 76 reviews",https://www.google.com/maps/contrib/108796758525125116678?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaN0tPT1ZnEAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICZ7KOOVg%7CCgwI87HfpwYQsPDW1wM%7C?hl=en,
21,,"JazzyS world of fun! Jasmine Harris","Local Guide · 71 reviews","2023-09-21 00:07:38",5,0,"Cold😊😊😊😊😊😊😊but niccccceeeee",no,en,"Cold😊😊😊😊😊😊😊but niccccceeeee",en,"Local Guide · 71 reviews",https://www.google.com/maps/contrib/100695308415376823042?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaNzdLLUd3EAE!2m1!1s0x0:0x1feb51a3ac3f79e8!3m1!1s2@1:CIHM0ogKEICAgICZ77K-Gw%7CCgwIypKuqAYQgK7PoAI%7C?hl=en,
